country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Ontario,,,CA-ON,,2020-05-05,-48,-14,4,-64,-59,23
CA,Canada,Ontario,,,CA-ON,,2020-05-06,-47,-15,16,-63,-59,23
CA,Canada,Ontario,,,CA-ON,,2020-05-07,-49,-14,-1,-65,-59,24
CA,Canada,Ontario,,,CA-ON,,2020-05-08,-51,-16,-21,-65,-58,25
CA,Canada,Ontario,,,CA-ON,,2020-05-09,-50,-14,-32,-59,-36,14
CA,Canada,Ontario,,,CA-ON,,2020-05-10,-43,-16,-10,-57,-32,11
CA,Canada,Ontario,,,CA-ON,,2020-05-11,-49,-22,-16,-66,-58,23
CA,Canada,Ontario,,,CA-ON,,2020-05-12,-46,-14,0,-63,-56,22
CA,Canada,Ontario,,,CA-ON,,2020-05-13,-42,-12,35,-60,-56,22
CA,Canada,Ontario,,,CA-ON,,2020-05-14,-45,-15,-12,-64,-57,24
CA,Canada,Ontario,,,CA-ON,,2020-05-15,-46,-15,-4,-63,-57,24
CA,Canada,Ontario,,,CA-ON,,2020-05-16,-43,-14,92,-46,-33,10
CA,Canada,Ontario,,,CA-ON,,2020-05-17,-40,-14,33,-56,-32,10
CA,Canada,Ontario,,,CA-ON,,2020-05-18,-68,-56,-6,-78,-83,30
CA,Canada,Ontario,,,CA-ON,,2020-05-19,-36,0,24,-59,-54,20
CA,Canada,Ontario,,,CA-ON,,2020-05-20,-33,0,68,-56,-54,20
CA,Canada,Ontario,,,CA-ON,,2020-05-21,-33,-2,80,-56,-54,20
CA,Canada,Ontario,,,CA-ON,,2020-05-22,-38,-8,68,-56,-52,20
CA,Canada,Ontario,,,CA-ON,,2020-05-23,-37,-9,114,-42,-25,9
CA,Canada,Ontario,,,CA-ON,,2020-05-24,-34,-14,100,-46,-25,8
CA,Canada,Ontario,,,CA-ON,,2020-05-25,-33,-7,71,-57,-54,19
CA,Canada,Ontario,,,CA-ON,,2020-05-26,-33,-5,60,-56,-51,18
CA,Canada,Ontario,,,CA-ON,,2020-05-27,-32,-5,60,-56,-52,19
CA,Canada,Ontario,,,CA-ON,,2020-05-28,-36,-9,13,-58,-52,21
CA,Canada,Ontario,,,CA-ON,,2020-05-29,-38,-10,17,-57,-50,21
CA,Canada,Ontario,,,CA-ON,,2020-05-30,-36,-9,67,-41,-16,9
CA,Canada,Ontario,,,CA-ON,,2020-05-31,-32,-12,84,-44,-15,7
CA,Canada,Ontario,,,CA-ON,,2020-06-01,-31,-6,79,-54,-49,17
CA,Canada,Ontario,,,CA-ON,,2020-06-02,-34,-6,51,-55,-49,18
CA,Canada,Ontario,,,CA-ON,,2020-06-03,-33,-6,58,-55,-49,19
CA,Canada,Ontario,,,CA-ON,,2020-06-04,-31,-3,96,-53,-49,18
CA,Canada,Ontario,,,CA-ON,,2020-06-05,-35,-9,71,-55,-48,18
CA,Canada,Ontario,,,CA-ON,,2020-06-06,-33,-7,131,-40,-15,8
CA,Canada,Ontario,,,CA-ON,,2020-06-07,-28,-10,143,-43,-14,6
CA,Canada,Ontario,,,CA-ON,,2020-06-08,-29,-6,98,-54,-48,16
CA,Canada,Ontario,,,CA-ON,,2020-06-09,-31,-5,88,-54,-47,17
CA,Canada,Ontario,,,CA-ON,,2020-06-10,-30,-6,45,-56,-48,18
CA,Canada,Ontario,,,CA-ON,,2020-06-11,-28,-2,91,-52,-47,18
CA,Canada,Ontario,,,CA-ON,,2020-06-12,-31,-6,88,-52,-46,17
CA,Canada,Ontario,,,CA-ON,,2020-06-13,-29,-6,139,-36,-9,7
CA,Canada,Ontario,,,CA-ON,,2020-06-14,-25,-9,153,-40,-9,5
CA,Canada,Ontario,,,CA-ON,,2020-06-15,-26,-4,108,-52,-47,16
CA,Canada,Ontario,,,CA-ON,,2020-06-16,-26,0,112,-51,-46,15
CA,Canada,Ontario,,,CA-ON,,2020-06-17,-26,-2,110,-51,-46,16
CA,Canada,Ontario,,,CA-ON,,2020-06-18,-25,2,121,-50,-46,16
CA,Canada,Ontario,,,CA-ON,,2020-06-19,-27,-1,117,-49,-45,14
CA,Canada,Ontario,,,CA-ON,,2020-06-20,-27,1,166,-34,-7,4
CA,Canada,Ontario,,,CA-ON,,2020-06-21,-24,-6,141,-40,-4,3
CA,Canada,Ontario,,,CA-ON,,2020-06-22,-27,-6,86,-52,-48,15
CA,Canada,Ontario,,,CA-ON,,2020-06-23,-28,-4,48,-53,-48,16
CA,Canada,Ontario,,,CA-ON,,2020-06-24,-23,0,85,-49,-46,16
CA,Canada,Ontario,,,CA-ON,,2020-06-25,-22,2,120,-47,-45,15
CA,Canada,Ontario,,,CA-ON,,2020-06-26,-26,-2,137,-46,-44,14
CA,Canada,Ontario,,,CA-ON,,2020-06-27,-27,-4,140,-32,-9,5
CA,Canada,Ontario,,,CA-ON,,2020-06-28,-22,-7,194,-33,-3,3
CA,Canada,Ontario,,,CA-ON,,2020-06-29,-18,3,140,-50,-47,13
CA,Canada,Ontario,,,CA-ON,,2020-06-30,-7,29,145,-46,-45,11
CA,Canada,Ontario,,,CA-ON,,2020-07-01,-47,-39,276,-59,-71,18
CA,Canada,Ontario,,,CA-ON,,2020-07-02,-16,11,136,-49,-49,14
CA,Canada,Ontario,,,CA-ON,,2020-07-03,-22,4,157,-49,-51,15
CA,Canada,Ontario,,,CA-ON,,2020-07-04,-25,-3,203,-34,-9,4
CA,Canada,Ontario,,,CA-ON,,2020-07-05,-20,-7,184,-36,-8,2
CA,Canada,Ontario,,,CA-ON,,2020-07-06,-19,2,135,-50,-47,14
CA,Canada,Ontario,,,CA-ON,,2020-07-07,-20,3,120,-49,-46,14
CA,Canada,Ontario,,,CA-ON,,2020-07-08,-20,1,106,-50,-46,14
CA,Canada,Ontario,,,CA-ON,,2020-07-09,-20,4,121,-49,-45,14
CA,Canada,Ontario,,,CA-ON,,2020-07-10,-25,-2,108,-49,-45,14
CA,Canada,Ontario,,,CA-ON,,2020-07-11,-26,-3,88,-38,-9,6
CA,Canada,Ontario,,,CA-ON,,2020-07-12,-18,-5,180,-35,-6,3
CA,Canada,Ontario,,,CA-ON,,2020-07-13,-19,-1,126,-50,-46,13
CA,Canada,Ontario,,,CA-ON,,2020-07-14,-19,2,142,-49,-45,13
CA,Canada,Ontario,,,CA-ON,,2020-07-15,-18,1,133,-50,-45,13
CA,Canada,Ontario,,,CA-ON,,2020-07-16,-21,2,69,-51,-45,15
CA,Canada,Ontario,,,CA-ON,,2020-07-17,-21,0,162,-47,-43,12
CA,Canada,Ontario,,,CA-ON,,2020-07-18,-22,-2,210,-32,-6,3
CA,Canada,Ontario,,,CA-ON,,2020-07-19,-23,-9,111,-40,-10,4
CA,Canada,Ontario,,,CA-ON,,2020-07-20,-17,3,154,-49,-46,12
CA,Canada,Ontario,,,CA-ON,,2020-07-21,-18,3,145,-49,-45,13
CA,Canada,Ontario,,,CA-ON,,2020-07-22,-21,-2,68,-52,-45,15
CA,Canada,Ontario,,,CA-ON,,2020-07-23,-18,4,148,-48,-44,13
CA,Canada,Ontario,,,CA-ON,,2020-07-24,-22,-1,165,-47,-43,12
CA,Canada,Ontario,,,CA-ON,,2020-07-25,-22,-3,220,-31,-5,2
CA,Canada,Ontario,,,CA-ON,,2020-07-26,-17,-6,191,-35,-6,2
CA,Canada,Ontario,,,CA-ON,,2020-07-27,-20,-1,109,-51,-47,13
CA,Canada,Ontario,,,CA-ON,,2020-07-28,-18,4,147,-49,-45,12
CA,Canada,Ontario,,,CA-ON,,2020-07-29,-16,2,125,-49,-45,13
CA,Canada,Ontario,,,CA-ON,,2020-07-30,-14,7,155,-46,-45,12
CA,Canada,Ontario,,,CA-ON,,2020-07-31,-17,4,180,-43,-45,10
CA,Canada,Ontario,,,CA-ON,,2020-08-01,-21,-3,229,-28,-9,1
CA,Canada,Ontario,,,CA-ON,,2020-08-02,-18,-6,86,-40,-14,4
CA,Canada,Ontario,,,CA-ON,,2020-08-03,-30,-23,178,-61,-74,18
CA,Canada,Ontario,,,CA-ON,,2020-08-04,-18,3,63,-50,-47,13
CA,Canada,Ontario,,,CA-ON,,2020-08-05,-13,5,148,-47,-45,12
CA,Canada,Ontario,,,CA-ON,,2020-08-06,-13,4,173,-46,-44,12
CA,Canada,Ontario,,,CA-ON,,2020-08-07,-19,-3,169,-45,-43,11
CA,Canada,Ontario,,,CA-ON,,2020-08-08,-18,-4,232,-28,-5,1
CA,Canada,Ontario,,,CA-ON,,2020-08-09,-14,-7,180,-33,-6,1
CA,Canada,Ontario,,,CA-ON,,2020-08-10,-16,-2,142,-50,-45,12
CA,Canada,Ontario,,,CA-ON,,2020-08-11,-16,1,128,-49,-44,12
CA,Canada,Ontario,,,CA-ON,,2020-08-12,-14,0,155,-48,-44,12
CA,Canada,Ontario,,,CA-ON,,2020-08-13,-14,2,164,-47,-44,12
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-15,-5,-8,,,-7,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-16,29,26,,,12,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-17,-35,-60,,,-63,14
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-18,3,17,,,0,0
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-19,-4,-5,,,-3,2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-20,7,-1,,,-2,1
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-21,-4,-5,,,-2,2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-22,-1,-3,,,-3,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-23,28,11,,,11,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-24,-3,-5,,,-3,1
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-25,-1,0,,,-2,0
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-26,7,4,,,-2,0
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-27,-10,6,,,-5,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-28,1,-10,,,-14,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-02-29,5,0,,,1,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-01,-12,-6,,,-2,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-02,1,2,,,3,1
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-03,0,3,,,1,1
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-04,2,-4,,,0,1
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-05,5,0,,,-2,2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-06,6,1,,,-5,2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-07,-7,-10,-51,,-2,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-08,26,15,,,13,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-09,-6,-2,,,1,2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-10,-9,-2,,,-1,2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-11,-1,0,,,0,1
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-12,8,16,,,0,0
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-13,-5,35,,,-3,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-14,-17,11,,,-4,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-15,-3,18,,,2,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-16,-18,14,,,-24,9
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-17,-31,8,,,-35,12
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-18,-31,7,,,-42,14
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-19,-43,-10,,,-48,16
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-20,-57,-21,,,-51,22
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-21,-60,-29,,,-38,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-22,-52,-22,,,-30,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-23,-57,-25,,,-53,19
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-24,-64,-31,,,-56,22
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-25,-53,-20,,,-56,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-26,-57,-26,,,-56,22
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-27,-61,-27,,,-56,25
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-28,-58,-26,,,-46,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-29,-43,-19,,,-34,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-30,-56,-26,,,-55,21
CA,Canada,Prince Edward Island,,,CA-PE,,2020-03-31,-57,-26,,,-56,22
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-01,-57,-29,,,-57,22
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-02,-55,-25,,,-58,23
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-03,-56,-24,,,-56,25
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-04,-60,-31,,,-44,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-05,-41,-20,,,-32,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-06,-53,-24,,,-54,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-07,-50,-15,,,-56,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-08,-47,-12,,,-55,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-09,-32,15,,,-56,19
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-10,-83,-79,,,-81,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-11,-50,-5,,,-42,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-12,-68,-63,,,-37,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-13,-55,-26,,,-62,22
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-14,-48,-17,,,-54,19
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-15,-42,-14,,,-55,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-16,-41,-10,,,-55,21
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-17,-46,-17,,,-53,23
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-18,-48,-26,,,-35,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-19,-36,-17,,,-29,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-20,-42,-21,,,-51,19
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-21,-41,-16,,,-52,18
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-22,-44,-22,,,-52,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-23,-43,-20,,,-52,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-24,-44,-21,,,-51,20
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-25,-44,-23,,,-35,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-26,-27,-7,,,-26,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-27,-42,-18,,,-49,18
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-28,-44,-18,,,-52,16
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-29,-36,-13,,,-50,18
CA,Canada,Prince Edward Island,,,CA-PE,,2020-04-30,-31,-6,,,-49,16
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-01,-39,-10,,,-49,18
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-02,-45,-19,,,-31,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-03,-17,0,,,-17,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-04,-40,-13,,,-47,17
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-05,-43,-17,,,-48,18
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-06,-32,-5,,,-47,15
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-07,-36,-9,,,-47,17
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-08,-36,-6,,,-45,17
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-09,-42,-1,-37,,-27,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-10,-24,0,,,-11,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-11,-32,-12,,,-43,12
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-12,-41,-15,,,-45,16
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-13,-31,-5,,,-44,14
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-14,-29,1,,,-44,12
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-15,-33,-5,,,-44,13
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-16,-38,-8,,,-25,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-17,-12,16,,,-2,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-18,-37,-21,,,-65,15
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-19,-28,0,,,-42,12
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-20,-18,1,,,-41,11
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-21,-21,3,,,-40,11
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-22,-23,-3,,,-37,12
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-23,-25,-4,,,-13,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-24,-4,18,,,-1,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-25,-14,3,,,-34,8
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-26,-20,-4,,,-35,9
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-27,-14,2,,,-34,10
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-28,-10,8,,,-35,9
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-29,-18,4,,,-34,11
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-30,-23,-5,,,-5,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-05-31,1,20,,,8,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-01,-6,6,,,-30,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-02,-19,-4,,,-31,10
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-03,-11,0,,,-31,9
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-04,-7,1,,,-30,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-05,-14,-1,,,-30,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-06,-21,-6,,,-4,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-07,-1,16,,,6,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-08,-12,3,,,-29,8
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-09,-17,-4,,,-29,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-10,-7,2,,,-29,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-11,-4,7,,,-29,8
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-12,-13,1,,,-28,9
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-13,-13,-7,,,1,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-14,11,19,,,9,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-15,-3,2,,,-26,6
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-16,-5,2,,,-28,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-17,1,7,,,-28,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-18,4,6,,,-27,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-19,-3,5,,,-29,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-20,-7,3,,,-1,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-21,23,26,,,16,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-22,4,5,,,-29,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-23,-1,5,,,-29,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-24,6,8,,,-28,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-25,6,10,,,-27,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-26,-4,2,,,-26,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-27,-8,-5,,,-1,-2
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-28,22,28,,,14,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-29,6,9,,,-26,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-06-30,13,19,,,-28,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-01,-18,-22,,,-66,11
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-02,1,5,,,-33,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-03,0,4,,,-32,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-04,-4,-6,,,-3,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-05,27,22,,,12,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-06,3,6,,,-32,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-07,2,5,,,-30,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-08,5,3,,,-30,6
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-09,10,10,,,-29,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-10,5,3,,,-30,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-11,-3,-4,,,-7,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-12,39,27,,,13,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-13,9,7,,,-31,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-14,0,5,,,-31,6
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-15,8,7,,,-30,7
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-16,14,9,,,-29,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-17,4,2,,,-31,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-18,1,-4,,,-5,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-19,44,26,,,12,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-20,18,13,,,-30,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-21,9,3,,,-32,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-22,15,6,,,-28,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-23,16,12,,,-28,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-24,8,6,,,-31,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-25,2,-8,,,-6,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-26,40,30,,,7,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-27,14,8,,,-31,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-28,10,3,,,-31,5
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-29,17,10,,,-30,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-30,17,11,,,-30,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-07-31,15,9,,,-33,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-01,13,4,,,-7,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-02,65,31,,,8,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-03,30,14,,,-38,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-04,17,12,,,-31,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-05,26,13,,,-30,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-06,26,13,,,-31,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-07,11,4,,,-33,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-08,8,0,,,-9,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-09,52,27,,,9,
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-10,20,12,,,-32,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-11,15,7,,,-31,3
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-12,20,12,,,-31,4
CA,Canada,Prince Edward Island,,,CA-PE,,2020-08-13,22,10,,,-30,3
CA,Canada,Quebec,,,CA-QC,,2020-02-15,4,0,20,5,2,1
CA,Canada,Quebec,,,CA-QC,,2020-02-16,10,7,47,2,4,-1
CA,Canada,Quebec,,,CA-QC,,2020-02-17,3,1,29,-1,0,0
CA,Canada,Quebec,,,CA-QC,,2020-02-18,-10,-10,-7,-2,1,2
CA,Canada,Quebec,,,CA-QC,,2020-02-19,-3,-4,-3,0,1,1
CA,Canada,Quebec,,,CA-QC,,2020-02-20,1,0,-4,-2,1,0
CA,Canada,Quebec,,,CA-QC,,2020-02-21,-1,-3,-6,0,1,1
CA,Canada,Quebec,,,CA-QC,,2020-02-22,6,2,31,7,3,0
CA,Canada,Quebec,,,CA-QC,,2020-02-23,12,10,51,4,6,-1
CA,Canada,Quebec,,,CA-QC,,2020-02-24,2,1,26,-3,2,0
CA,Canada,Quebec,,,CA-QC,,2020-02-25,2,3,10,-2,2,0
CA,Canada,Quebec,,,CA-QC,,2020-02-26,0,3,-4,-2,1,1
CA,Canada,Quebec,,,CA-QC,,2020-02-27,-23,-20,-25,-10,-13,8
CA,Canada,Quebec,,,CA-QC,,2020-02-28,-1,-1,-13,5,0,1
CA,Canada,Quebec,,,CA-QC,,2020-02-29,6,4,2,13,3,0
CA,Canada,Quebec,,,CA-QC,,2020-03-01,14,11,26,11,5,-2
CA,Canada,Quebec,,,CA-QC,,2020-03-02,6,0,9,-8,-14,3
CA,Canada,Quebec,,,CA-QC,,2020-03-03,11,4,19,-8,-13,2
CA,Canada,Quebec,,,CA-QC,,2020-03-04,7,0,-1,-9,-14,3
CA,Canada,Quebec,,,CA-QC,,2020-03-05,11,4,25,-7,-14,2
CA,Canada,Quebec,,,CA-QC,,2020-03-06,1,-7,-7,-8,-15,4
CA,Canada,Quebec,,,CA-QC,,2020-03-07,6,1,25,6,2,0
CA,Canada,Quebec,,,CA-QC,,2020-03-08,10,8,22,2,4,-1
CA,Canada,Quebec,,,CA-QC,,2020-03-09,2,-1,13,-5,-1,1
CA,Canada,Quebec,,,CA-QC,,2020-03-10,-7,-8,-20,-7,-4,3
CA,Canada,Quebec,,,CA-QC,,2020-03-11,3,3,-3,-3,1,1
CA,Canada,Quebec,,,CA-QC,,2020-03-12,8,28,1,-6,1,0
CA,Canada,Quebec,,,CA-QC,,2020-03-13,-13,30,-38,-23,-15,8
CA,Canada,Quebec,,,CA-QC,,2020-03-14,-16,10,-13,-21,-4,6
CA,Canada,Quebec,,,CA-QC,,2020-03-15,-17,7,4,-28,-6,5
CA,Canada,Quebec,,,CA-QC,,2020-03-16,-21,5,3,-43,-30,11
CA,Canada,Quebec,,,CA-QC,,2020-03-17,-36,-3,-30,-52,-37,16
CA,Canada,Quebec,,,CA-QC,,2020-03-18,-36,4,0,-52,-41,17
CA,Canada,Quebec,,,CA-QC,,2020-03-19,-40,3,-1,-55,-44,18
CA,Canada,Quebec,,,CA-QC,,2020-03-20,-51,-11,-45,-59,-46,22
